id;tp;a;b;c;d;e;f;dec
24;6;9.179;6.527;12.704;21.079;28.375;6.634;1
24;7;2.249;7.519;9.368;1.423;1.348;26.938;1
24;8;8.84;14.403;0.413;11.292;43.707;37.114;1
24;9;3.312;6.023;20.642;38.488;46.758;23.674;1
24;10;6.139;11.628;21.546;15.315;35.548;44.173;1
24;11;3.999;4.151;13.277;10.081;40.621;4.966;1
24;12;0.885;12.765;22.819;32.918;25.929;47.183;1
24;13;9.574;0.587;25.117;7.353;49.294;13.901;1
24;14;0.463;9.337;28.541;1.21;4.246;43.919;1
24;15;9.926;19.269;16.283;38.772;43.519;59.112;1
24;16;9.066;2.937;2.799;35.545;10.626;38.946;1
24;17;2.503;18.95;15.036;5.533;36.608;13.092;1
24;18;0.797;6.571;22.682;29.54;1.553;31.382;1
24;19;0.989;17.19;26.049;1.263;6.27;36.899;1
24;20;2.115;5.568;2.545;20.184;34.707;44.677;1
25;1;1.796;4.323;23.682;13.214;18.196;7.976;3
25;2;8.321;19.372;23.673;33.634;2.454;19.026;3
25;3;2.706;6.153;2.864;26.067;8.295;39.168;3
25;4;4.656;9.565;12.844;4.922;7.624;36.109;3
25;5;5.689;10.062;22.083;23.74;39.15;52.77;3
25;6;6.135;18.659;23.773;26.091;39.288;36.594;3
25;7;1.893;13.612;1.614;8.825;12.302;11.866;3
25;8;2.242;3.192;19.626;3.309;36.52;9.789;3
25;9;5.584;5.189;13.358;30.333;15.521;42.951;3
25;10;0.342;11.291;20.372;29.799;41.638;51.995;3
25;11;7.765;9.839;0.759;2.883;46.109;57.237;3
25;12;6.219;16.109;22.673;35.467;27.419;7.369;3
25;13;2.332;5.694;4.259;35.832;43.789;49.795;3
25;14;1.561;15.465;18.803;36.779;25.493;15.224;3
25;15;6.909;16.306;21.032;26.927;12.98;17.131;3
25;16;7.453;19.038;4.716;25.103;10.649;41.065;3
25;17;6.544;13.08;17.152;3.071;32.229;59.255;3
25;18;7.97;3.923;6.6;14.226;32.553;37.384;3
25;19;9.899;13.791;10.959;9.729;36.271;28.256;3
25;20;7.968;14.23;26.223;10.343;48.614;53.992;3
26;1;6.664;3.4;27.768;29.302;15.718;53.119;2
26;2;6.941;6.297;26.953;21.595;40.796;10.706;2
26;3;6.028;2.681;6.843;39.301;43.201;10.884;2
26;4;9.643;1.366;11.861;7.608;48.072;50.705;2
26;5;9.06;7.527;14.334;8.874;23.104;21.807;2
26;6;9.464;11.746;29.916;16.883;35.652;31.3;2
26;7;5.168;15.177;19.052;16.266;11.9;24.334;2
26;8;3.947;4.085;20.109;7.831;49.973;22.371;2
26;9;4.001;0.533;4.027;30.846;8.093;8.245;2
26;10;9.005;10.054;21.496;0.568;38.061;4.38;2
26;11;1.342;13.428;21.394;3.717;14.395;8.035;2
26;12;4.466;2.989;18.16;9.468;47.827;58.107;2
26;13;2.663;10.612;24.269;32.777;39.584;35.029;2
26;14;7.224;6.213;15.569;13.665;24.249;39.411;2
26;15;5.789;5.684;6.762;10.618;3.987;2.398;2
26;16;9.347;12.552;24.479;30.392;1.911;9.095;2
26;17;8.774;4.055;2.599;27.816;16.921;21.182;2
26;18;0.997;5.084;9.889;3.547;43.228;14.848;2
26;19;4.814;8.25;24.763;28.262;34.174;29.801;2
26;20;4.912;5.797;17.239;14.075;19.123;27.641;2
27;1;7.576;2.284;11.222;22.056;40.457;53.851;1
27;2;5.261;10.629;22.995;13.739;32.96;31.256;1
27;3;2.567;1.499;4.736;27.701;39.072;51.047;1
27;4;4.095;10.588;13.937;14.523;15.023;51.73;1
27;5;9.815;7.531;9.085;32.138;19.135;38.745;1
27;6;3.748;0.993;13.775;24.014;32.387;20.158;1
27;7;7.29;1.737;16.741;32.287;1.291;28.027;1
27;8;4.934;0.722;19.207;34.126;42.139;46.854;1
27;9;1.481;16.662;6.852;2.442;45.845;52.273;1
27;10;2.398;11.695;3.985;10.786;34.295;47.059;1
27;11;0.092;6.016;7.368;7.024;9.88;49.302;1
27;12;8.188;11.667;0.932;36.698;38.568;14.396;1
27;13;8.233;15.197;28.078;38.258;43.185;5.871;1
27;14;0.454;1.365;22.125;19.058;21.735;26.93;1
27;15;3.398;2.196;10.52;16.488;27.388;19.157;1
27;16;7.341;7.479;22.225;3.15;27.529;59.214;1
27;17;5.058;6.303;1.219;15.154;45.019;33.464;1
27;18;5.973;16.11;27.63;39.566;7.547;26.803;1
27;19;0.999;7.683;4.898;29.167;10.965;2.974;1
27;20;5.072;4.392;22.897;30.074;25.499;0.742;1
28;1;0.063;6.255;23.412;10.935;12.428;53.696;1
28;2;7.968;6.205;20.231;24.612;45.526;1.719;1
28;3;9.595;7.05;18.366;32.151;1.582;30.153;1
28;4;7.859;14.655;25.809;5.335;11.499;13.019;1
28;5;8.877;0.304;15.122;19.481;10.808;30.788;1
28;6;1.319;12.847;26.775;38.021;8.615;3.312;1
28;7;2.814;2.471;7.181;12.226;30.002;58.1;1
28;8;0.302;0.458;7.584;38.322;7.209;35.14;1
28;9;0.724;12.155;29.119;29.697;13.302;4.371;1
28;10;3.297;17.094;2.912;25.76;27.699;22.566;1
28;11;2.733;9.506;3.966;14.161;15.001;13.705;1
28;12;8.558;19.246;17.156;35.934;44.203;33.86;1
28;13;0.926;4.319;15.404;4.535;45.473;36.148;1
28;14;3.728;8.541;9.018;15.511;18.292;44.732;1
28;15;3.161;16.508;12.588;0.731;36.285;54.933;1
28;16;2.208;8.631;16.818;11.813;14.373;25.788;1
28;17;3.367;1.466;3.887;30.26;42.745;57.043;1
28;18;5.633;6.522;14.046;1.761;8.034;36.393;1
28;19;1.717;9.907;20.323;24.69;40.866;2.974;1
28;20;5.485;17.36;7.934;25.452;37.266;48.75;1
29;1;6.622;9.131;27.546;34.18;9.351;11.407;1
29;2;8.215;19.264;21.611;31.4;43.657;27.803;1
29;3;7.199;14.934;6.362;16.318;40.019;44.632;1
29;4;8.406;6.478;3.301;2.057;36.446;8.584;1
29;5;0.739;14.733;7.243;13.74;27.728;14.956;1
29;6;5.848;12.497;7.142;16.38;23.854;12.249;1
29;7;8.282;13.756;6.824;8.626;26.29;46.0;1
29;8;3.64;16.101;29.212;30.013;12.795;16.363;1
29;9;8.385;10.966;11.53;36.902;16.545;56.104;1
29;10;4.289;13.315;16.934;7.777;11.656;7.672;1
29;11;6.049;17.034;1.965;11.698;39.849;54.26;1
29;12;5.306;13.08;26.797;20.663;26.105;7.027;1
29;13;3.351;12.66;27.601;9.735;48.11;40.132;1
29;14;3.168;12.535;18.7;13.426;21.069;14.338;1
29;15;7.323;10.498;20.135;24.964;40.979;44.131;1
29;16;4.52;15.414;4.41;6.366;23.186;49.462;1
29;17;6.444;14.442;11.466;7.123;47.216;53.397;1
29;18;6.443;10.259;28.911;8.636;12.719;55.395;1
29;19;1.65;19.244;20.401;22.231;40.78;23.051;1
29;20;3.546;7.945;15.306;32.859;9.675;26.605;1
30;1;8.147;16.741;16.388;26.738;45.002;56.904;2
30;2;5.551;11.412;16.766;4.321;46.097;18.628;2
30;3;5.172;6.601;7.296;27.046;18.497;18.816;2
30;4;3.753;12.006;10.166;3.085;0.952;44.187;2
30;5;7.055;12.393;2.367;12.292;48.113;1.315;2
30;6;8.865;17.127;1.241;11.501;11.559;41.299;2
30;7;4.207;12.817;13.225;25.851;35.25;41.678;2
30;8;7.07;3.872;12.058;6.039;24.742;12.853;2
30;9;0.37;2.954;0.507;21.972;26.753;26.928;2
30;10;6.405;9.733;8.86;31.052;38.638;30.734;2
30;11;4.587;0.152;26.947;37.345;3.074;41.588;2
30;12;2.171;18.383;2.699;38.179;16.093;18.141;2
30;13;2.737;2.586;13.927;35.801;8.304;43.945;2
30;14;6.525;3.957;27.802;20.566;24.158;15.133;2
30;15;1.618;0.423;27.755;22.944;10.874;23.662;2
30;16;4.855;11.378;0.381;37.428;24.47;44.496;2
30;17;9.477;6.999;14.131;6.198;39.727;44.367;2
30;18;0.733;15.571;8.782;9.002;2.926;33.709;2
30;19;9.93;8.873;15.303;9.397;48.067;10.847;2
30;20;7.518;3.185;14.168;12.67;12.809;45.62;2
31;1;5.877;13.92;18.608;17.957;21.61;19.588;3
31;2;3.414;3.537;18.542;12.826;34.679;39.022;3
31;3;6.791;6.169;26.286;1.269;6.223;3.012;3
31;4;7.056;8.076;3.928;12.17;0.258;2.616;3
31;5;2.117;10.386;8.433;1.311;39.285;13.505;3
31;6;7.594;13.833;8.47;3.654;32.445;49.046;3
31;7;1.622;8.28;15.1;24.101;3.771;13.163;3
31;8;9.147;0.979;12.314;27.775;1.719;53.178;3
31;9;9.519;13.516;3.448;9.226;41.464;49.648;3
31;10;9.296;4.405;8.462;26.028;1.712;23.198;3
31;11;0.817;18.621;20.92;34.852;42.072;29.057;3
31;12;7.681;7.783;6.806;14.249;13.114;4.951;3
31;13;8.572;0.287;14.594;27.491;46.937;25.6;3
31;14;1.988;19.855;26.691;25.733;12.145;37.801;3
31;15;1.728;0.048;23.354;31.15;42.86;17.036;3
31;16;5.615;5.561;8.343;3.089;14.041;46.481;3
31;17;5.488;7.766;9.065;23.853;19.447;42.076;3
31;18;7.309;2.204;28.347;1.291;1.866;46.421;3
31;19;1.472;17.994;9.947;24.99;2.056;3.292;3
31;20;1.593;7.485;6.946;33.267;10.56;2.044;3
32;1;5.518;8.445;4.219;12.498;43.754;14.571;1
32;2;4.933;13.467;4.398;13.545;46.88;49.235;1
32;3;1.307;5.121;23.969;9.288;10.049;39.631;1
32;4;2.91;1.632;23.659;31.511;8.738;49.436;1
32;5;0.733;19.378;16.85;4.341;28.418;2.913;1
32;6;2.668;7.503;8.986;24.159;36.703;2.212;1
32;7;0.643;17.994;14.98;36.491;10.35;45.792;1
32;8;6.733;16.053;1.048;9.68;34.169;3.012;1
32;9;8.041;0.076;27.229;3.327;0.827;42.285;1
32;10;5.738;16.24;4.119;7.196;30.593;30.547;1
32;11;1.859;1.836;7.457;5.243;11.417;39.202;1
32;12;1.108;12.54;22.929;21.79;14.162;4.978;1
32;13;1.487;9.402;4.02;29.366;38.735;51.009;1
32;14;8.556;19.895;7.358;13.59;12.489;16.538;1
32;15;8.589;11.101;14.17;27.253;36.873;26.847;1
32;16;2.887;0.509;21.051;0.875;34.012;32.759;1
32;17;1.254;5.621;17.675;5.38;42.814;23.176;1
32;18;6.049;4.718;28.135;7.395;45.977;21.565;1
32;19;7.321;7.382;21.951;10.086;4.955;3.695;1
32;20;1.347;1.332;5.112;36.948;15.682;20.191;1
33;1;6.221;4.59;11.647;1.781;21.347;59.574;2
33;2;3.297;15.034;11.142;8.021;42.256;36.142;2
33;3;0.977;8.023;12.635;32.713;25.699;37.851;2
33;4;4.989;11.729;27.711;17.716;33.86;25.978;2
33;5;7.653;19.441;1.257;32.672;26.289;54.956;2
33;6;1.542;18.786;29.805;14.047;19.916;43.688;2
33;7;7.694;13.107;24.424;3.978;30.378;59.745;2
33;8;5.758;7.373;21.31;28.464;48.755;23.025;2
33;9;3.314;13.75;5.378;3.04;14.782;34.578;2
33;10;1.976;15.954;24.965;3.798;16.009;58.762;2
33;11;7.128;7.135;23.875;17.56;2.831;58.869;2
33;12;9.277;19.194;8.414;26.942;45.451;51.241;2
33;13;2.086;0.726;28.668;17.358;9.557;46.518;2
33;14;4.094;3.17;29.0;7.253;42.329;43.443;2
33;15;4.139;15.469;28.427;28.668;1.464;41.429;2
33;16;6.794;12.037;13.579;38.11;33.747;6.306;2
33;17;4.238;19.969;29.01;31.41;43.417;58.559;2
33;18;7.39;1.572;22.224;8.004;47.555;38.961;2
33;19;4.451;15.912;21.382;19.362;17.61;19.687;2
33;20;5.953;1.193;14.086;3.129;19.478;54.057;2
34;1;5.685;3.31;20.558;38.46;43.014;23.564;3
34;2;5.889;15.478;17.665;9.609;46.294;51.374;3
34;3;6.079;13.194;22.645;29.575;2.563;28.644;3
34;4;0.939;11.081;19.239;14.275;17.634;21.202;3
34;5;3.041;0.883;29.895;12.15;3.632;1.556;3
34;6;5.956;19.91;13.206;28.264;25.547;19.166;3
34;7;1.571;18.363;12.343;11.689;21.789;51.516;3
34;8;3.186;6.735;23.273;22.692;39.997;2.645;3
34;9;5.654;0.955;21.705;14.716;8.652;37.261;3
34;10;4.705;4.914;11.843;3.448;19.671;14.851;3
34;11;8.787;0.907;20.051;16.158;40.389;36.926;3
34;12;1.122;9.254;10.662;15.291;49.197;54.135;3
34;13;6.338;11.706;29.627;3.0;36.358;59.083;3
34;14;2.944;14.27;25.314;14.773;2.194;23.776;3
34;15;7.691;18.052;25.831;22.198;32.757;1.734;3
34;16;7.007;5.629;27.763;17.74;18.775;32.999;3
34;17;0.159;5.594;9.816;33.51;29.309;14.273;3
34;18;7.465;14.499;13.775;19.488;8.469;12.359;3
34;19;9.899;16.535;28.578;30.252;15.93;8.451;3
34;20;9.116;9.388;5.817;35.427;37.371;54.806;3
35;1;5.904;6.08;13.469;20.606;47.625;54.942;1
35;2;3.845;17.81;13.344;4.582;2.561;36.421;1
35;3;3.079;0.802;20.471;23.661;49.926;27.81;1
35;4;6.042;10.525;17.486;18.949;47.254;8.867;1
35;5;0.047;10.475;5.41;29.046;35.306;54.953;1
35;6;4.896;9.559;23.599;2.825;18.57;59.162;1
35;7;9.549;12.959;17.258;17.876;5.184;15.125;1
35;8;3.026;17.989;8.519;2.646;45.111;44.168;1
35;9;2.728;18.162;24.189;0.327;14.857;43.613;1
35;10;2.729;11.555;0.145;26.58;42.759;5.082;1
35;11;3.235;15.813;27.803;5.063;5.802;3.382;1
35;12;6.338;15.394;18.466;0.737;0.786;32.148;1
35;13;5.362;17.553;9.255;11.602;38.232;25.562;1
35;14;6.633;16.738;23.034;37.986;0.806;47.177;1
35;15;0.418;7.514;7.434;33.753;37.62;13.735;1
35;16;8.186;17.554;1.117;13.461;12.246;27.542;1
35;17;7.387;18.648;22.074;3.516;27.387;17.44;1
35;18;8.718;14.114;28.845;8.861;11.898;13.042;1
35;19;9.31;17.468;25.361;18.47;18.412;29.356;1
35;20;7.564;1.158;20.025;2.851;37.606;32.017;1
36;1;2.848;6.018;27.7;32.659;41.673;17.573;1
36;2;9.194;16.517;12.171;38.332;8.956;9.614;1
36;3;8.644;14.198;0.932;22.408;27.115;5.648;1
36;4;1.386;5.791;25.355;20.368;14.987;17.866;1
36;5;1.012;15.716;24.946;13.384;46.584;57.626;1
36;6;0.159;17.175;0.504;36.706;2.431;57.423;1
36;7;0.703;12.461;11.59;3.945;32.819;0.193;1
36;8;3.404;0.006;11.087;3.465;8.522;28.585;1
36;9;6.393;5.929;10.915;1.808;5.317;57.179;1
36;10;5.592;11.907;1.272;5.529;27.818;42.733;1
36;11;5.449;8.911;20.874;35.985;16.519;23.864;1
36;12;8.173;5.236;7.612;9.622;20.222;24.054;1
36;13;0.726;11.988;8.029;10.696;47.498;42.201;1
36;14;7.199;4.711;17.462;21.691;19.169;6.515;1
36;15;9.439;9.25;23.04;32.413;19.351;0.831;1
36;16;5.818;2.59;1.936;28.57;16.414;45.931;1
36;17;1.257;3.425;15.613;21.842;6.442;42.979;1
36;18;2.793;13.861;5.236;18.601;35.826;55.343;1
36;19;0.203;2.289;10.537;33.533;15.51;40.79;1
36;20;3.725;14.981;21.267;9.136;18.146;38.408;1
37;1;9.704;19.558;27.501;25.853;41.367;50.559;3
37;2;8.662;8.949;13.13;33.623;28.474;12.165;3
37;3;1.121;2.948;6.474;14.266;5.085;53.889;3
37;4;0.947;17.869;2.209;19.615;17.738;18.524;3
37;5;5.488;10.439;16.635;26.8;47.124;41.334;3
37;6;7.143;4.737;12.747;10.186;36.563;29.758;3
37;7;4.137;17.528;24.679;22.804;36.932;34.924;3
37;8;4.929;18.041;21.285;30.891;29.847;36.219;3
37;9;2.365;5.024;7.419;28.218;47.946;16.708;3
37;10;4.327;18.047;16.181;27.889;10.331;54.835;3
37;11;8.779;19.413;3.429;34.234;10.184;40.951;3
37;12;2.056;11.989;29.232;17.943;43.885;15.491;3
37;13;0.95;0.169;13.296;2.291;31.008;24.36;3
37;14;0.861;9.19;27.522;23.236;32.317;14.714;3
37;15;9.46;11.64;9.057;18.561;45.422;38.559;3
37;16;9.355;6.634;22.936;36.246;6.613;43.841;3
37;17;4.579;13.212;10.459;24.472;38.805;47.154;3
37;18;4.76;6.788;0.396;10.508;28.53;0.215;3
37;19;6.5;10.793;19.891;12.75;0.445;23.605;3
37;20;4.041;2.992;23.081;29.799;19.223;42.453;3
38;1;3.485;19.995;5.506;22.399;6.483;59.584;1
38;2;3.634;10.661;14.411;18.535;14.76;32.645;1
38;3;0.579;1.484;9.963;23.894;21.415;0.993;1
38;4;6.162;15.879;14.643;14.215;18.943;36.273;1
38;5;6.104;17.701;8.758;27.317;38.498;41.159;1
38;6;1.925;12.382;9.784;1.148;24.659;54.608;1
38;7;5.621;6.026;10.799;10.776;34.878;26.555;1
38;8;7.648;19.97;3.531;10.973;30.147;38.231;1
38;9;1.484;15.329;12.943;20.031;31.482;10.634;1
38;10;0.129;0.254;27.407;31.893;43.851;8.742;1
38;11;2.992;12.541;13.956;33.933;49.366;46.271;1
38;12;6.399;16.837;29.39;28.588;15.882;24.161;1
38;13;6.025;18.466;21.41;7.662;41.201;10.564;1
38;14;9.746;19.935;23.133;22.489;6.719;55.412;1
38;15;4.494;11.258;18.107;35.808;38.843;11.23;1
38;16;5.782;14.392;9.919;35.792;15.985;43.449;1
38;17;9.039;10.977;28.746;15.382;20.294;33.162;1
38;18;4.068;13.678;4.703;30.769;44.454;1.695;1
38;19;4.567;0.088;17.189;15.569;10.178;17.168;1
38;20;0.42;5.191;22.353;35.074;19.743;36.392;1
39;1;6.703;13.939;18.377;24.561;3.984;5.001;1
39;2;1.527;12.481;12.171;7.272;10.543;3.273;1
39;3;0.854;11.532;5.789;10.229;37.331;4.829;1
39;4;0.935;3.163;26.776;38.808;11.543;9.522;1
39;5;8.627;11.858;11.028;18.612;30.869;25.812;1
39;6;6.411;7.767;20.548;3.037;13.531;5.154;1
39;7;3.559;11.231;24.179;18.975;21.967;32.862;1
39;8;8.787;2.497;21.376;24.252;38.846;7.397;1
39;9;0.487;7.096;5.825;14.974;9.488;32.829;1
39;10;4.367;11.968;20.034;13.95;30.708;59.374;1
39;11;4.253;0.785;20.224;1.716;27.193;44.403;1
39;12;5.019;7.091;6.559;16.352;27.938;59.057;1
39;13;3.74;16.506;26.908;28.142;45.799;7.118;1
39;14;8.762;0.781;2.937;36.003;32.686;18.464;1
39;15;3.946;5.179;25.308;33.821;1.636;27.735;1
39;16;9.891;5.641;9.166;21.127;40.786;11.851;1
39;17;0.303;14.439;2.655;17.207;6.004;18.174;1
39;18;8.547;19.3;22.241;24.345;40.73;47.486;1
39;19;0.89;0.111;22.079;13.571;32.478;20.661;1
39;20;2.56;14.756;10.636;26.073;34.097;41.513;1
40;1;7.735;3.383;23.857;4.919;27.854;26.606;3
40;2;5.767;12.342;21.865;17.789;2.702;49.581;3
40;3;0.4;5.555;20.674;36.989;48.552;10.66;3
40;4;4.053;1.66;28.97;39.402;22.474;34.116;3
40;5;0.585;11.408;12.275;6.125;49.165;1.587;3
40;6;0.383;13.744;5.134;19.176;10.173;55.098;3
40;7;2.563;12.72;21.659;6.808;39.028;34.289;3
40;8;2.96;9.852;24.134;31.203;10.834;48.205;3
40;9;5.86;1.507;24.582;13.561;22.178;38.829;3
40;10;0.956;14.531;8.548;16.759;46.784;50.848;3
40;11;7.734;4.347;14.542;18.997;3.02;59.752;3
40;12;3.324;0.639;15.863;13.489;39.646;45.136;3
40;13;9.426;6.417;10.79;17.041;6.782;28.326;3
40;14;6.205;14.237;20.382;24.566;44.523;21.772;3
40;15;0.054;1.486;27.465;25.808;45.007;29.792;3
40;16;5.873;7.93;6.809;33.233;1.634;57.935;3
40;17;0.319;3.121;27.867;14.911;36.683;11.618;3
40;18;4.37;7.625;21.761;31.364;35.005;39.763;3
40;19;4.13;17.377;21.855;12.428;33.943;9.722;3
40;20;4.664;0.331;14.386;16.297;29.288;27.151;3
41;1;8.228;0.427;0.202;5.458;27.51;23.239;3
41;2;3.93;13.607;23.427;14.049;27.954;40.988;3
41;3;9.837;14.9;8.197;38.381;18.118;32.71;3
41;4;5.381;1.793;13.495;26.282;44.298;56.653;3
41;5;0.108;18.932;18.311;32.04;34.775;23.227;3
41;6;7.364;10.864;4.358;29.301;8.242;0.949;3
41;7;1.198;0.145;4.854;16.347;30.058;46.127;3
41;8;3.743;13.137;8.642;0.472;5.87;43.152;3
41;9;8.747;17.232;8.208;36.178;49.776;27.823;3
41;10;6.849;6.909;24.93;12.963;4.712;2.023;3
41;11;0.024;7.516;2.492;0.887;48.028;58.129;3
41;12;7.196;15.331;16.956;28.895;39.401;12.22;3
41;13;0.423;7.485;25.283;25.545;49.495;8.596;3
41;14;5.992;5.116;10.73;37.988;13.784;3.064;3
41;15;6.399;6.001;19.677;21.295;43.378;46.64;3
41;16;2.619;19.522;17.743;0.14;14.518;16.993;3
41;17;7.205;1.348;21.961;9.202;7.545;46.955;3
41;18;5.794;16.197;28.706;24.203;26.226;46.209;3
41;19;0.803;9.711;17.188;25.285;42.507;13.57;3
41;20;9.391;2.622;23.772;8.026;34.802;5.23;3
42;1;0.02;14.99;4.578;28.609;42.843;27.533;3
42;2;9.899;3.356;9.49;31.325;19.207;21.267;3
42;3;3.458;2.328;23.004;30.189;46.16;24.251;3
42;4;2.91;9.506;8.263;38.493;26.796;52.735;3
42;5;9.039;17.815;9.061;0.739;47.824;22.797;3
42;6;1.424;13.935;26.534;28.198;40.707;47.251;3
42;7;8.932;13.003;2.539;16.75;8.61;7.749;3
42;8;2.163;13.864;29.727;22.886;9.092;16.634;3
42;9;1.866;6.759;15.283;16.156;47.624;34.337;3
42;10;9.14;15.878;16.193;26.309;33.098;38.419;3
42;11;3.353;10.914;13.0;32.087;21.686;46.018;3
42;12;7.701;13.92;3.895;5.806;18.719;59.996;3
42;13;9.584;14.943;13.729;21.396;3.793;28.819;3
42;14;1.981;1.222;25.601;11.865;5.587;28.161;3
42;15;7.014;13.953;26.762;16.216;48.825;20.003;3
42;16;0.431;5.982;28.091;22.546;20.054;21.001;3
42;17;0.998;8.573;2.036;25.477;11.225;14.842;3
42;18;5.411;16.683;19.92;21.258;12.389;23.297;3
42;19;3.707;18.903;6.287;26.753;18.436;18.397;3
42;20;8.739;0.558;23.386;9.462;28.987;51.672;3
43;1;7.208;3.925;10.709;0.245;19.563;33.06;1
43;2;1.877;7.386;20.166;22.998;41.635;28.918;1
43;3;3.095;3.222;11.908;39.322;4.618;9.13;1
43;4;4.401;18.257;19.098;10.414;26.394;53.198;1
43;5;0.379;9.478;12.285;32.799;31.387;11.309;1
43;6;9.588;12.771;28.881;30.861;11.214;5.789;1
43;7;3.24;5.003;26.697;31.187;9.291;10.72;1
43;8;3.702;15.942;10.424;28.45;27.424;49.742;1
43;9;4.979;12.157;16.497;18.209;35.48;35.298;1
43;10;9.199;7.951;8.074;29.324;40.307;7.336;1
43;11;8.51;2.104;29.912;3.014;48.767;21.145;1
43;12;7.318;7.362;29.252;31.736;49.048;36.527;1
43;13;1.645;12.101;10.127;0.842;20.482;5.309;1
43;14;6.778;0.356;29.505;38.373;21.076;56.007;1
43;15;0.015;9.678;2.68;9.206;26.731;2.481;1
43;16;5.749;5.34;13.78;10.303;13.862;32.523;1
43;17;9.567;15.48;5.701;29.024;16.521;25.925;1
43;18;3.905;4.631;29.771;18.049;3.43;3.605;1
43;19;9.038;6.153;26.528;5.534;22.787;18.807;1
43;20;9.086;12.989;9.158;3.154;35.961;28.414;1
44;1;4.278;6.845;22.106;1.422;42.704;18.171;3
44;2;7.557;17.375;16.987;15.222;29.478;56.421;3
44;3;1.086;15.977;4.539;18.736;31.746;4.815;3
44;4;7.045;0.773;10.748;22.403;18.882;56.361;3
44;5;5.745;5.348;13.288;7.897;35.356;48.832;3
44;6;1.786;16.259;25.098;31.077;5.957;29.038;3
44;7;6.89;4.365;17.042;15.537;46.245;35.709;3
44;8;0.068;6.583;12.793;26.082;16.822;59.473;3
44;9;6.632;11.839;21.645;0.665;43.352;42.951;3
44;10;5.203;1.642;9.798;6.601;17.545;14.577;3
44;11;7.544;2.738;24.139;34.653;26.095;22.463;3
44;12;7.235;4.353;10.523;26.078;0.371;19.108;3
44;13;9.917;1.669;27.772;15.713;2.735;40.854;3
44;14;1.065;9.254;15.353;18.805;29.024;15.424;3
44;15;7.2;12.528;1.662;10.045;0.371;4.159;3
44;16;7.515;10.843;9.436;24.429;28.592;56.607;3
44;17;5.54;8.082;19.947;22.045;29.252;55.964;3
44;18;8.334;3.948;19.08;9.399;0.519;7.147;3
44;19;3.514;10.993;0.938;27.666;17.389;13.046;3
44;20;4.83;3.952;21.048;9.708;1.148;22.194;3
45;1;5.262;16.598;26.101;1.185;42.967;39.533;1
45;2;9.423;17.227;2.628;19.095;49.142;18.956;1
45;3;8.331;12.554;6.447;18.567;10.411;38.332;1
45;4;3.553;15.654;28.945;31.7;1.002;34.936;1
45;5;8.897;12.257;8.988;6.894;18.237;25.809;1
45;6;4.71;17.225;0.589;38.108;27.282;27.174;1
45;7;8.36;19.336;27.474;29.3;2.116;18.322;1
45;8;3.866;18.165;13.179;36.656;9.561;58.687;1
45;9;2.795;15.464;24.413;13.714;5.863;40.15;1
45;10;5.138;18.222;25.824;16.12;21.145;56.703;1
45;11;8.905;9.494;27.875;36.893;24.105;53.511;1
45;12;6.422;3.491;19.774;21.508;8.168;11.522;1
45;13;4.645;14.723;2.861;23.427;43.265;24.659;1
45;14;1.18;7.989;24.853;36.653;43.714;40.681;1
45;15;6.136;19.746;8.914;8.869;44.705;12.605;1
45;16;0.754;12.704;20.0;31.334;21.129;34.563;1
45;17;5.843;5.922;17.863;19.249;5.074;9.856;1
45;18;7.644;14.781;2.568;14.76;11.179;43.877;1
45;19;6.209;17.231;2.602;16.303;31.693;31.425;1
45;20;8.328;3.166;19.399;26.06;0.367;13.722;1
46;1;0.517;1.388;2.53;11.562;1.016;42.34;2
46;2;1.641;10.725;16.441;25.479;1.866;58.027;2
46;3;9.879;8.237;27.324;4.289;44.285;22.515;2
46;4;1.864;11.433;6.819;27.891;42.635;31.889;2
46;5;4.016;11.351;14.244;5.23;43.36;12.096;2
46;6;3.142;0.813;8.58;31.213;16.649;22.458;2
46;7;5.206;1.499;15.79;17.833;37.516;47.884;2
46;8;1.244;9.959;23.582;38.351;4.643;34.615;2
46;9;5.162;8.29;22.358;16.573;1.127;44.028;2
46;10;5.75;18.723;5.962;18.277;19.235;2.107;2
46;11;4.896;12.931;22.67;8.218;15.959;39.523;2
46;12;2.985;4.158;0.28;22.134;39.851;34.683;2
46;13;2.674;15.059;23.701;17.479;3.586;22.93;2
46;14;8.836;8.219;1.931;15.895;33.895;52.258;2
46;15;7.288;1.927;27.244;17.863;5.184;29.225;2
46;16;9.777;17.012;17.152;30.674;16.181;42.996;2
46;17;6.225;8.078;0.353;39.576;26.973;53.411;2
46;18;8.956;15.508;2.529;3.136;0.517;39.246;2
46;19;7.711;13.979;2.693;33.362;35.635;23.741;2
46;20;9.571;18.157;18.559;21.325;35.725;8.894;2
47;1;4.438;9.069;22.207;17.132;14.447;55.142;1
47;2;5.523;18.133;15.728;30.047;48.497;40.5;1
47;3;7.023;3.244;19.405;30.293;0.335;23.874;1
47;4;6.873;16.082;10.392;33.184;25.476;10.361;1
47;5;5.9;13.582;10.973;10.594;0.56;33.77;1
47;6;5.129;2.419;19.081;13.611;36.738;10.195;1
47;7;7.117;18.468;16.368;2.163;27.361;10.083;1
47;8;6.3;7.063;26.158;18.138;45.713;28.721;1
47;9;5.903;4.396;0.059;30.589;19.399;2.134;1
47;10;2.24;9.895;8.388;10.287;38.751;46.374;1
47;11;2.229;9.061;8.308;17.675;9.539;9.403;1
