id;tp;a;b;c;d;e;f;dec
24;6;0.896;1.736;3.885;24.083;25.832;25.166;2
24;7;7.088;16.229;10.477;23.728;18.468;54.133;2
24;8;5.551;10.279;29.101;33.938;1.441;24.343;2
24;9;7.057;2.534;10.153;13.529;27.451;53.019;2
24;10;3.585;4.828;14.931;1.987;15.428;13.889;2
24;11;8.011;17.005;1.407;30.79;23.917;42.664;2
24;12;0.195;1.151;4.633;1.701;12.421;9.523;2
24;13;8.19;5.358;20.717;18.143;46.416;52.275;2
24;14;2.609;9.41;1.576;36.575;46.592;36.272;2
24;15;4.23;1.073;9.81;39.469;2.863;49.046;2
24;16;0.034;13.064;12.044;30.294;25.184;32.744;2
24;17;3.832;1.444;20.206;25.728;47.193;21.174;2
24;18;2.135;17.962;25.894;25.481;9.948;24.464;2
24;19;5.331;3.033;13.645;4.851;9.644;54.669;2
24;20;8.603;15.878;3.759;3.341;35.502;40.692;2
25;1;0.415;7.594;10.925;36.965;5.414;38.142;3
25;2;1.786;13.026;7.313;16.392;36.189;50.163;3
25;3;1.041;1.596;4.469;5.401;0.307;9.905;3
25;4;7.578;13.76;12.277;13.591;9.393;50.466;3
25;5;7.609;0.078;0.638;19.408;26.367;35.71;3
25;6;8.669;0.032;14.106;2.609;15.678;3.608;3
25;7;6.88;18.652;28.052;32.681;35.249;15.44;3
25;8;9.684;13.267;10.841;21.231;5.222;51.564;3
25;9;2.596;14.164;17.971;38.844;10.313;18.202;3
25;10;5.447;15.688;9.31;13.285;10.172;24.056;3
25;11;6.928;7.997;20.646;21.255;45.636;31.176;3
25;12;5.01;16.016;29.914;9.579;17.235;51.642;3
25;13;2.208;3.355;19.737;23.964;33.417;46.618;3
25;14;9.743;14.185;12.946;6.246;23.799;8.684;3
25;15;2.424;5.809;28.806;21.957;19.973;24.1;3
25;16;4.671;2.11;27.131;3.064;26.905;48.176;3
25;17;5.024;17.208;6.829;12.099;45.969;16.641;3
25;18;2.595;5.6;25.9;0.845;1.916;54.231;3
25;19;3.286;3.608;5.632;9.432;34.873;20.567;3
25;20;3.687;19.26;9.636;38.992;36.66;23.244;3
26;1;6.628;10.322;8.551;6.153;49.222;40.848;3
26;2;4.976;17.393;29.986;30.78;22.081;25.583;3
26;3;5.185;4.339;15.9;7.204;10.132;40.601;3
26;4;0.409;6.688;5.266;6.453;32.517;22.24;3
26;5;4.751;3.515;16.079;7.533;32.388;53.384;3
26;6;3.507;8.524;29.299;29.32;47.731;56.167;3
26;7;1.307;11.35;0.211;26.469;21.286;36.78;3
26;8;0.548;0.419;0.213;36.581;46.11;34.971;3
26;9;7.369;16.361;27.753;34.323;45.069;49.082;3
26;10;5.615;18.695;23.253;35.952;30.476;20.187;3
26;11;0.154;3.102;26.826;27.113;0.311;58.699;3
26;12;9.733;8.957;26.826;21.166;36.707;9.011;3
26;13;9.476;15.912;17.032;2.575;6.776;9.281;3
26;14;8.21;17.165;21.599;39.522;44.318;10.646;3
26;15;5.76;13.818;13.071;1.797;28.492;49.091;3
26;16;9.839;15.414;24.505;16.396;9.724;32.344;3
26;17;0.583;3.469;4.097;3.244;7.812;22.964;3
26;18;9.066;14.642;18.286;38.502;0.893;1.937;3
26;19;8.563;13.32;14.47;35.308;10.321;58.442;3
26;20;8.379;17.499;28.206;6.825;2.543;48.369;3
27;1;7.951;9.28;1.08;36.683;2.01;23.658;1
27;2;7.504;17.377;17.365;7.846;26.801;56.077;1
27;3;0.868;8.961;18.242;30.906;16.615;12.183;1
27;4;1.165;6.47;14.176;30.324;26.478;39.209;1
27;5;2.352;4.931;13.519;5.342;0.527;28.514;1
27;6;2.607;5.937;18.882;34.466;23.343;3.552;1
27;7;1.518;14.326;4.273;30.319;11.941;46.887;1
27;8;3.071;13.241;9.725;12.392;26.088;57.696;1
27;9;7.366;10.892;21.972;30.806;45.586;21.577;1
27;10;5.533;19.965;21.795;12.386;47.87;40.963;1
27;11;2.418;10.054;2.827;20.835;20.579;36.709;1
27;12;4.38;0.27;13.467;2.022;36.056;42.007;1
27;13;2.29;19.307;23.944;20.951;21.066;15.824;1
27;14;2.752;8.749;7.58;9.61;11.743;19.769;1
27;15;0.895;18.324;8.107;33.174;17.2;17.382;1
27;16;9.049;17.813;2.223;12.013;37.211;4.529;1
27;17;7.551;12.832;7.485;9.814;41.586;16.893;1
27;18;6.575;11.493;23.551;8.09;19.212;14.767;1
27;19;7.498;15.991;20.693;0.281;9.372;40.436;1
27;20;6.669;2.77;5.236;19.977;39.49;39.331;1
28;1;2.191;15.188;22.781;17.936;18.066;7.708;3
28;2;2.527;9.38;19.282;23.719;10.934;29.365;3
28;3;2.678;1.856;15.775;9.033;23.248;7.87;3
28;4;0.819;9.456;20.038;30.025;10.534;12.592;3
28;5;4.607;3.524;22.1;27.927;30.949;9.961;3
28;6;1.604;9.801;5.803;0.368;41.234;15.83;3
28;7;5.488;0.323;14.651;35.824;17.741;47.518;3
28;8;7.718;19.777;6.973;31.037;41.767;40.188;3
28;9;3.029;9.937;28.745;24.976;15.363;59.612;3
28;10;4.548;6.197;14.551;4.817;24.976;20.829;3
28;11;1.815;8.518;22.097;5.274;7.54;8.662;3
28;12;7.895;11.754;16.327;25.556;20.906;1.425;3
28;13;2.153;18.9;9.305;23.761;5.388;41.533;3
28;14;6.926;4.882;1.733;34.433;16.801;11.648;3
28;15;4.617;3.044;2.131;18.924;24.624;16.249;3
28;16;1.568;12.449;25.071;34.88;11.821;54.144;3
28;17;5.31;4.64;23.258;22.016;22.652;13.585;3
28;18;6.026;3.299;28.817;26.806;36.566;47.766;3
28;19;3.567;11.308;9.785;13.047;37.48;5.051;3
28;20;0.727;6.372;10.64;6.281;10.043;31.296;3
29;1;3.709;5.822;7.677;4.833;17.305;59.705;3
29;2;9.611;13.063;15.613;29.059;26.929;2.64;3
29;3;4.956;18.366;29.821;24.097;6.363;19.987;3
29;4;0.35;8.043;4.256;6.285;1.745;23.183;3
29;5;2.041;1.928;23.619;26.862;13.285;2.197;3
29;6;6.661;18.774;23.058;12.77;43.147;53.561;3
29;7;4.079;11.847;25.99;1.331;24.889;2.477;3
29;8;4.319;16.288;10.39;32.869;5.973;58.494;3
29;9;0.597;8.135;17.725;20.092;9.776;45.226;3
29;10;5.786;2.365;19.942;3.099;7.069;56.792;3
29;11;4.46;4.017;3.347;26.359;29.207;16.74;3
29;12;4.351;0.363;15.008;29.582;21.409;28.026;3
29;13;1.417;3.912;6.149;7.124;6.392;6.288;3
29;14;4.486;2.891;8.706;15.917;5.635;55.718;3
29;15;5.8;10.579;13.976;21.265;0.478;7.393;3
29;16;5.334;0.852;3.653;32.21;19.62;19.579;3
29;17;4.745;6.24;29.308;24.701;3.645;6.767;3
29;18;3.505;8.27;13.793;0.541;39.402;36.184;3
29;19;8.415;15.804;29.711;31.934;17.729;11.121;3
29;20;9.666;11.295;0.731;8.216;22.578;47.509;3
30;1;2.046;0.371;18.953;37.648;13.523;22.833;2
30;2;0.865;0.675;15.549;25.72;16.238;6.892;2
30;3;5.727;16.406;12.205;2.757;28.517;50.752;2
30;4;0.826;11.5;3.836;30.173;31.47;17.494;2
30;5;0.136;4.187;4.638;35.777;35.06;9.832;2
30;6;8.666;13.407;2.309;10.179;18.645;7.179;2
30;7;7.939;7.82;21.308;29.338;4.55;20.245;2
30;8;0.202;3.307;2.21;20.848;40.007;21.753;2
30;9;4.536;8.869;9.474;8.818;48.44;55.327;2
30;10;1.127;18.784;10.113;26.155;44.19;55.3;2
30;11;0.675;18.15;6.487;4.9;25.553;2.865;2
30;12;1.346;0.84;7.926;37.164;3.108;13.97;2
30;13;0.135;12.207;18.455;14.931;29.58;4.753;2
30;14;1.403;13.654;0.282;0.15;35.422;13.187;2
30;15;2.632;4.623;0.437;20.612;37.294;20.687;2
30;16;6.679;1.077;20.541;8.438;37.917;27.066;2
30;17;2.031;11.72;24.31;37.189;24.164;56.194;2
30;18;3.612;0.585;16.031;0.318;8.831;48.994;2
30;19;7.18;6.813;3.456;7.891;37.047;45.619;2
30;20;3.066;8.649;6.334;12.989;33.046;27.587;2
